[15:16:15] info: 18_Feb_2022_15.16
[15:16:16] info: MQTT connection respone successfull
[15:16:16] info: Subsribe response v2/server/simulated/cmd
[15:16:16] info: Subsribe response v2/server/simulated/cmd
[15:16:19] info: Init pose selected: 0, 0, 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: Got a request to publish to: v2/server/NRF_5/init
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:19] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:20] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:21] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:22] warning: Invalid size of payload!
[15:16:22] error: Received invalid SLAM message!
[15:16:22] error: Got invalid SLAM message!
[15:16:22] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:23] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:24] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:25] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:26] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:27] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:28] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:29] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:30] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:31] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] warning: Invalid size of payload!
[15:16:32] error: Received invalid SLAM message!
[15:16:32] error: Got invalid SLAM message!
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:32] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:33] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:34] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:35] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:36] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:37] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:38] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:39] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:40] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] warning: Invalid size of payload!
[15:16:41] error: Received invalid SLAM message!
[15:16:41] error: Got invalid SLAM message!
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:41] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:42] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:43] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:44] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:45] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:46] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:47] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:48] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:49] info: x: 0, y: 0, theta: 0
[15:16:50] info: x: 0, y: 0, theta: 1
[15:16:50] info: x: 0, y: 0, theta: 2
[15:16:50] info: x: 0, y: 0, theta: 3
[15:16:50] info: x: 0, y: 0, theta: 4
[15:16:50] info: x: 0, y: 0, theta: 5
[15:16:50] info: x: 0, y: 0, theta: 6
[15:16:50] info: x: 0, y: 0, theta: 7
[15:16:50] info: x: 0, y: 0, theta: 8
[15:16:50] warning: Invalid size of payload!
[15:16:50] error: Received invalid SLAM message!
[15:16:50] error: Got invalid SLAM message!
[15:16:50] info: x: 0, y: 0, theta: 9
[15:16:51] info: x: 0, y: 0, theta: 10
[15:16:51] info: x: 0, y: 0, theta: 11
[15:16:51] info: x: 0, y: 0, theta: 12
[15:16:51] info: x: 0, y: 0, theta: 13
[15:16:51] info: x: 0, y: 0, theta: 14
[15:16:51] info: x: 0, y: 0, theta: 15
[15:16:51] info: x: 0, y: 0, theta: 16
[15:16:51] info: x: 0, y: 0, theta: 17
[15:16:51] info: x: 0, y: 0, theta: 18
[15:16:51] info: x: 0, y: 0, theta: 19
[15:16:52] info: x: 0, y: 0, theta: 20
[15:16:52] info: x: 0, y: 0, theta: 21
[15:16:52] info: x: 0, y: 0, theta: 22
[15:16:52] info: x: 0, y: 0, theta: 23
[15:16:52] info: x: 0, y: 0, theta: 24
[15:16:52] info: x: 0, y: 0, theta: 25
[15:16:52] info: x: 0, y: 0, theta: 26
[15:16:52] info: x: 0, y: 0, theta: 27
[15:16:52] info: x: 0, y: 0, theta: 28
[15:16:52] info: x: 0, y: 0, theta: 29
[15:16:53] info: x: 0, y: 0, theta: 30
[15:16:53] info: x: 0, y: 0, theta: 31
[15:16:53] info: x: 0, y: 0, theta: 32
[15:16:53] info: x: 0, y: 0, theta: 33
[15:16:53] info: x: 0, y: 0, theta: 34
[15:16:53] info: x: 0, y: 0, theta: 35
[15:16:53] info: x: 0, y: 0, theta: 36
[15:16:53] info: x: 0, y: 0, theta: 37
[15:16:53] info: x: 0, y: 0, theta: 38
[15:16:53] info: x: 0, y: 0, theta: 39
[15:16:54] info: x: 0, y: 0, theta: 40
[15:16:54] info: x: 0, y: 0, theta: 40
[15:16:54] info: x: 0, y: 0, theta: 41
[15:16:54] info: x: 0, y: 0, theta: 42
[15:16:54] info: x: 0, y: 0, theta: 43
[15:16:54] info: x: 0, y: 0, theta: 44
[15:16:54] info: x: 0, y: 0, theta: 45
[15:16:54] info: x: 0, y: 0, theta: 46
[15:16:54] info: x: 0, y: 0, theta: 47
[15:16:54] info: x: 0, y: 0, theta: 48
[15:16:55] info: x: 0, y: 0, theta: 49
[15:16:55] info: x: 0, y: 0, theta: 50
[15:16:55] info: x: 0, y: 0, theta: 51
[15:16:55] info: x: 0, y: 0, theta: 52
[15:16:55] info: x: 0, y: 0, theta: 53
[15:16:55] info: x: 0, y: 0, theta: 54
[15:16:55] info: x: 0, y: 0, theta: 55
[15:16:55] info: x: 0, y: 0, theta: 56
[15:16:55] info: x: 0, y: 0, theta: 57
[15:16:55] info: x: 0, y: 0, theta: 58
[15:16:56] info: x: 0, y: 0, theta: 59
[15:16:56] info: x: 0, y: 0, theta: 60
[15:16:56] info: x: 0, y: 0, theta: 61
[15:16:56] info: x: 0, y: 0, theta: 62
[15:16:56] info: x: 0, y: 0, theta: 63
[15:16:56] info: x: 0, y: 0, theta: 64
[15:16:56] info: x: 0, y: 0, theta: 65
[15:16:56] info: x: 0, y: 0, theta: 66
[15:16:56] info: x: 0, y: 0, theta: 67
[15:16:56] info: x: 0, y: 0, theta: 68
[15:16:57] info: x: 0, y: 0, theta: 69
[15:16:57] info: x: 0, y: 0, theta: 70
[15:16:57] info: x: 0, y: 0, theta: 71
[15:16:57] info: x: 0, y: 0, theta: 72
[15:16:57] info: x: 0, y: 0, theta: 73
[15:16:57] info: x: 0, y: 0, theta: 74
[15:16:57] info: x: 0, y: 0, theta: 75
[15:16:57] info: x: 0, y: 0, theta: 76
[15:16:57] info: x: 0, y: 0, theta: 77
[15:16:57] info: x: 0, y: 0, theta: 78
[15:16:58] info: x: 0, y: 0, theta: 79
[15:16:58] info: x: 0, y: 0, theta: 80
[15:16:58] info: x: 0, y: 0, theta: 81
[15:16:58] info: x: 0, y: 0, theta: 82
[15:16:58] info: x: 0, y: 0, theta: 83
[15:16:58] info: x: 0, y: 0, theta: 84
[15:16:58] info: x: 0, y: 0, theta: 85
[15:16:58] info: x: 0, y: 0, theta: 86
[15:16:58] info: x: 0, y: 0, theta: 87
[15:16:58] info: x: 0, y: 0, theta: 88
[15:16:59] info: x: 0, y: 0, theta: 89
[15:16:59] info: x: 0, y: 0, theta: 89
[15:16:59] info: x: 0, y: 0, theta: 90
[15:16:59] info: x: 0, y: 0, theta: 91
[15:16:59] info: x: 0, y: 0, theta: 92
[15:16:59] info: x: 0, y: 0, theta: 93
[15:16:59] info: x: 0, y: 0, theta: 94
[15:16:59] info: x: 0, y: 0, theta: 95
[15:16:59] info: x: 0, y: 0, theta: 96
[15:16:59] info: x: 0, y: 0, theta: 97
[15:17:00] info: x: 0, y: 0, theta: 98
[15:17:00] warning: Invalid size of payload!
[15:17:00] error: Received invalid SLAM message!
[15:17:00] error: Got invalid SLAM message!
